EDA,TEMP,HR,ACC
0.283157,32.71,88.37,0.016121546
0.284438,32.71,88.41,0.031991318
0.28572,32.71,88.45,0.008597467
0.284438,32.71,88.49,0.02407075
0.28572,32.71,88.53,0.02095759
0.281876,32.71,88.5675,0.029598154
0.284438,32.71,88.605,0.015490661
0.283157,32.71,88.6425,0.023823343
0.28572,32.73,88.68,0.010649024
0.283157,32.73,88.7175,0.035468213
0.284438,32.73,88.755,0.024332387
0.28572,32.73,88.7925,0.017442754
0.283157,32.75,88.83,0.021739038
0.284438,32.75,88.8775,0.016159426
0.281876,32.75,88.925,0.012616886
0.284438,32.75,88.9725,0.02583209
0.281876,32.75,89.02,0.008599992
0.283157,32.75,89.065,0.014107791
0.281876,32.75,89.11,0.01555926
0.284438,32.75,89.155,0.016517144
0.283157,32.73,89.2,0.008374879
0.283157,32.73,89.255,0.015398965
0.28572,32.73,89.31,0.01726361
0.281876,32.73,89.365,0.012273837
0.283157,32.73,89.42,0.018353852
0.280595,32.73,89.495,0.020397298
0.283157,32.73,89.57,0.013439735
0.283157,32.73,89.645,0.0183709
0.280595,32.73,89.72,0.031519048
0.279313,32.73,89.795,0.006579162
0.281876,32.73,89.87,0.021891851
0.279313,32.73,89.945,0.025218917
0.281876,32.73,90.02,0.009942031
0.280595,32.73,90.085,0.017980251
0.280595,32.73,90.15,0.02236577
0.281876,32.73,90.215,0.023503259
0.279313,32.75,90.28,0.015382347
0.281876,32.75,90.33,0.024932638
0.278032,32.75,90.38,0.019527758
0.280595,32.75,90.43,0.04030447
0.278032,32.73,90.48,0.017954186
0.279313,32.73,90.5275,0.03793857
0.278032,32.73,90.575,0.030901864
0.281876,32.73,90.6225,0.01711268
0.279313,32.73,90.67,0.048583746
0.279313,32.73,90.715,0.012056135
0.280595,32.73,90.76,0.015838241
0.279313,32.73,90.805,0.053586416
0.279313,32.75,90.85,0.0149802575
0.278032,32.75,90.895,0.015369807
0.279313,32.75,90.94,0.034784835
0.276751,32.75,90.985,0.01522818
0.279313,32.73,91.03,0.023797108
0.276751,32.73,91.0725,0.04715769
0.279313,32.73,91.115,0.012170184
0.279313,32.73,91.1575,0.084002435
0.278032,32.73,91.2,0.021648105
0.278032,32.73,91.2375,0.017558683
0.27547,32.73,91.275,0.0338722
0.278032,32.73,91.3125,0.015069099
0.27547,32.75,91.35,0.03511468
0.278032,32.75,91.3875,0.041980535
0.274188,32.75,91.425,0.025808433
0.278032,32.75,91.4625,0.06348369
0.274188,32.73,91.5,0.03693395
0.27547,32.73,91.5125,0.024281505
0.274188,32.73,91.525,0.022238938
0.27547,32.73,91.5375,0.036850173
0.274188,32.77,91.55,0.020182531
0.276751,32.77,91.5625,0.028137421
0.276751,32.77,91.575,0.022061301
0.27547,32.77,91.5875,0.015405037
0.276751,32.71,91.6,0.029777607
0.274188,32.71,91.6175,0.018892832
0.274188,32.71,91.635,0.014153162
0.271626,32.71,91.6525,0.041562784
0.271626,32.73,91.67,0.020362062
0.269063,32.73,91.69,0.020375056
0.272907,32.73,91.71,0.03914863
0.270345,32.73,91.73,0.017243769
0.271626,32.71,91.75,0.0328618
0.269063,32.71,91.77,0.019713765
0.270345,32.71,91.79,0.016152848
0.267782,32.71,91.81,0.0155619485
0.270345,32.75,91.83,0.017352257
0.269063,32.75,91.855,0.014312403
0.270345,32.75,91.88,0.012405359
0.270345,32.75,91.905,0.011432443
0.270345,32.73,91.93,0.0097696725
0.270345,32.73,91.96,0.015666129
0.267782,32.73,91.99,0.016697776
0.271626,32.73,92.02,0.01376075
0.267782,32.73,92.05,0.02254717
0.270345,32.73,92.08,0.018723689
0.269063,32.73,92.11,0.018514324
0.269063,32.73,92.14,0.011542162
0.269063,32.73,92.17,0.029158672
0.270345,32.73,92.195,0.02130047
0.266501,32.73,92.22,0.018515728
0.270345,32.73,92.245,0.010731044
0.271626,32.73,92.27,0.013712448
0.269063,32.73,92.295,0.007221963
0.269063,32.73,92.32,0.02513505
0.267782,32.73,92.345,0.012211478
0.269063,32.71,92.37,0.025417743
0.266501,32.71,92.39,0.015689244
0.269063,32.71,92.41,0.015446094
0.266501,32.71,92.43,0.020617804
0.266501,32.73,92.45,0.015164113
0.26522,32.73,92.47,0.01526856
0.266501,32.73,92.49,0.0120718
0.26522,32.73,92.51,0.019082315
0.267782,32.71,92.53,0.009607513
0.26522,32.71,92.5525,0.013481895
0.266501,32.71,92.575,0.0147025725
0.266501,32.71,92.5975,0.016839502
0.263938,32.73,92.62,0.011533275
0.266501,32.73,92.64,0.015669204
0.263938,32.73,92.66,0.017066482
0.267782,32.73,92.68,0.033249576
