EDA,TEMP,HR,ACC
0.327981,33.79,70.28,0.0125267925
0.327981,33.79,70.3725,0.005443339
0.3267,33.79,70.465,0.012723321
0.3267,33.79,70.5575,0.014623523
0.325419,33.79,70.65,0.0032920637
0.3267,33.79,70.7375,0.0046579563
0.325419,33.79,70.825,0.008541648
0.327981,33.79,70.9125,0.000706585
0.3267,33.77,71.0,0.0061916886
0.327981,33.77,71.065,0.007933145
0.329262,33.77,71.13,0.0066039204
0.329262,33.77,71.195,0.0070945323
0.330544,33.77,71.26,0.004297563
0.327981,33.77,71.32,0.0054670153
0.330544,33.77,71.38,0.007458844
0.3267,33.77,71.44,0.00017932756
0.329262,33.77,71.5,0.0039860075
0.327981,33.77,71.5575,0.0052189087
0.329262,33.77,71.615,0.0
0.327981,33.77,71.6725,0.0052189087
0.331825,33.77,71.73,0.0052189087
0.327981,33.77,71.7725,0.011050811
0.330544,33.77,71.815,0.007772313
0.329262,33.77,71.8575,0.0032436901
0.330544,33.79,71.9,0.0052212253
0.329262,33.79,71.9375,0.0040765167
0.333106,33.79,71.975,0.0068284245
0.330544,33.79,72.0125,0.0058494452
0.333106,33.77,72.05,0.0051172534
0.333106,33.77,72.0825,0.00713303
0.330544,33.77,72.115,0.0051470282
0.333106,33.77,72.1475,0.008275992
0.342074,33.77,72.18,0.0011495659
0.333106,33.77,72.2125,0.00012250403
0.329262,33.77,72.245,0.0035282702
0.333106,33.77,72.2775,0.004024054
0.329262,33.79,72.31,0.00016039544
0.331825,33.79,72.34,0.0001852087
0.330544,33.79,72.37,0.0038813865
0.331825,33.79,72.4,0.0038813865
0.331825,33.77,72.43,0.0
0.331825,33.77,72.4775,0.004024054
0.333106,33.77,72.525,0.00012250405
0.330544,33.77,72.5725,0.0064717936
0.335668,33.79,72.62,0.0032916565
0.330544,33.79,72.6675,0.004456025
0.334387,33.79,72.715,0.006823604
0.331825,33.79,72.7625,0.01205087
0.333106,33.79,72.81,0.006506745
0.331825,33.79,72.8675,0.0066608475
0.335668,33.79,72.925,0.010546568
0.331825,33.79,72.9825,0.033633225
0.333106,33.79,73.04,0.121936634
0.333106,33.79,73.095,0.20737997
0.333106,33.79,73.15,0.021630518
0.334387,33.79,73.205,0.008996211
0.331825,33.77,73.26,0.0120390905
0.335668,33.77,73.3075,0.013956843
0.333106,33.77,73.355,0.0062916162
0.336949,33.77,73.4025,0.005867795
0.335668,33.77,73.45,0.0013165047
0.335668,33.77,73.4875,0.0072093946
0.334387,33.77,73.525,0.005428099
0.335668,33.77,73.5625,0.008660514
0.334387,33.77,73.6,0.000489314
0.335668,33.77,73.62,0.00058811676
0.336949,33.77,73.64,0.00058811676
0.338231,33.77,73.66,0.0051962296
0.340793,33.77,73.68,0.00044918156
0.334387,33.77,73.695,0.00058811676
0.338231,33.77,73.71,1.4901161e-08
0.335668,33.77,73.725,1.4901161e-08
0.338231,33.77,73.74,0.0034550668
0.335668,33.77,73.745,0.008935472
0.336949,33.77,73.75,0.005275301
0.334387,33.77,73.755,0.0005386559
0.336949,33.79,73.76,1.4901161e-08
0.336949,33.79,73.775,0.0065104356
0.338231,33.79,73.79,0.0045237443
0.339512,33.79,73.805,0.005515207
0.339512,33.77,73.82,0.0067543844
0.339512,33.77,73.835,0.00081562746
0.336949,33.77,73.85,0.0033758758
0.339512,33.77,73.865,0.0006790987
0.336949,33.77,73.88,0.006596341
0.340793,33.77,73.8975,0.0072760135
0.336949,33.77,73.915,0.003912109
0.339512,33.77,73.9325,0.0035264909
0.336949,33.77,73.95,1.4901161e-08
0.339512,33.77,73.98,0.0034550668
0.338231,33.77,74.01,1.4901161e-08
0.339512,33.77,74.04,0.00058811676
0.338231,33.77,74.07,0.003853119
0.340793,33.77,74.1025,0.0066566193
0.340793,33.77,74.135,0.007893667
0.342074,33.77,74.1675,0.0072145876
0.342074,33.75,74.2,0.006969526
0.338231,33.75,74.295,0.00892153
0.340793,33.75,74.39,0.0052448898
0.338231,33.75,74.485,0.008761167
0.342074,33.75,74.58,0.0047980268
0.339512,33.75,74.7025,0.0038209541
0.340793,33.75,74.825,0.00044918156
0.342074,33.75,74.9475,0.0006575345
0.342074,33.77,75.07,0.0033699516
0.339512,33.77,75.2575,0.0058485563
0.340793,33.77,75.445,0.0077232667
0.339512,33.77,75.6325,0.003771504
0.342074,33.77,75.82,0.00044918156
0.339512,33.77,75.9475,0.00061560253
0.342074,33.77,76.075,0.0034093969
0.343355,33.77,76.2025,0.0051517137
0.340793,33.77,76.33,0.0051081646
0.342074,33.77,76.515,0.0009808638
0.342074,33.77,76.7,0.0006575345
0.343355,33.77,76.885,0.0046928595
0.343355,33.77,77.07,0.007787585
0.344637,33.77,77.19,0.0006575345
0.340793,33.77,77.31,0.005549672
0.343355,33.77,77.43,0.006711799
